Date / Time,Incident Number,Location,Nature,Incident ORI
2/20/2020 1:38,2020-00002851,1776 E ROBINSON ST,Convulsion/Seizure,EMSSTAT
2/20/2020 1:38,2020-00002115,1776 E ROBINSON ST,Convulsion/Seizure,14005
2/20/2020 2:02,2020-00013154,1000 ALAMEDA ST,Disturbance/Domestic,OK0140200
2/20/2020 2:06,2020-00013156,505 EMERALD WAY,Loud Party,OK0140200
2/20/2020 2:10,2020-00002852,3751 EAGLE CLIFF DR,Medical Call Pd Requested,EMSSTAT
2/20/2020 2:10,2020-00002116,3751 EAGLE CLIFF DR,Medical Call Pd Requested,14005
2/20/2020 2:20,2020-00013157,2100 CLASSEN BLVD,COP DDACTS,OK0140200
2/20/2020 2:26,2020-00013158,RAMBLING OAKS DR / W ROBINSON ST,Contact a Subject,OK0140200
2/20/2020 2:27,2020-00013159,CEDAR CREEK DR / 12TH AVE SE,Traffic Stop,OK0140200
2/20/2020 2:32,2020-00013161,2200 CLASSEN BLVD,Welfare Check,OK0140200
2/20/2020 2:46,2020-00013163,721 VILLAVERDE DR,Alarm,OK0140200
2/20/2020 2:52,2020-00013162,CLASSEN BLVD / ANN-BRANDEN BLVD,Traffic Stop,OK0140200
2/20/2020 3:13,2020-00013164,200 NORMAN CENTER CT,Contact a Subject,OK0140200
2/20/2020 3:21,2020-00002854,1776 E ROBINSON ST,Sick Person,EMSSTAT
2/20/2020 3:21,2020-00002117,1776 E ROBINSON ST,Sick Person,14005
2/20/2020 3:24,2020-00013165,605 SHADOW CREST CT,Welfare Check,OK0140200
2/20/2020 3:27,2020-00013167,401 12TH AVE SE,Noise Complaint,OK0140200
2/20/2020 3:30,2020-00013166,3800 E STATE HWY 9 HWY,Traffic Stop,OK0140200
2/20/2020 3:39,2020-00013169,3420 STAFFORD DR,Alarm,OK0140200
2/20/2020 3:46,2020-00013168,401 12TH AVE SE,Contact a Subject,OK0140200
2/20/2020 3:51,2020-00002855,1403 JENKINS AVE,Unconscious/Fainting,EMSSTAT
2/20/2020 3:51,2020-00002118,1403 JENKINS AVE,Unconscious/Fainting,14005
2/20/2020 4:10,2020-00013171,3751 EAGLE CLIFF DR,Suspicious,OK0140200
2/20/2020 4:11,2020-00013170,15000 STATE HWY 9 HWY,COP Problem Solving,OK0140200
2/20/2020 4:29,2020-00013175,810 SEDONA DR,Check Area,OK0140200
2/20/2020 4:39,2020-00013172,700 ED NOBLE PKWY,Traffic Stop,OK0140200
2/20/2020 4:40,2020-00013173,ALLIANCE HEALTH MIDWEST,Pick Up Items,OK0140200
2/20/2020 4:49,2020-00013174,3520 CHARLESTON RD,Alarm,OK0140200
2/20/2020 5:28,2020-00013176,1200 24TH AVE SW,Trespassing,OK0140200
2/20/2020 5:46,2020-00013177,1400 E LINDSEY ST,COP DDACTS,OK0140200
2/20/2020 6:08,2020-00013178,1200 ALAMEDA ST,Traffic Stop,OK0140200
2/20/2020 6:17,2020-00002856,3300 HEALTHPLEX PKWY,Transfer/Interfacility,EMSSTAT
2/20/2020 6:30,2020-00013179,E STATE HWY 9 HWY / 108TH AVE SE,MVA Non Injury,OK0140200
2/20/2020 7:03,2020-00013190,2429 POPPY LN,Barking Dog,OK0140200
2/20/2020 7:07,2020-00013181,316 E HUGHBERT ST,Stolen Vehicle,OK0140200
2/20/2020 7:10,2020-00013182,747 ASP AVE,Alarm,OK0140200
2/20/2020 7:11,2020-00002857,237 CHALMETTE DR,Falls,EMSSTAT
2/20/2020 7:12,2020-00002119,237 CHALMETTE DR,Falls,14005
2/20/2020 7:12,2020-00013184,131 12TH AVE NE,MVA Non Injury,OK0140200
2/20/2020 7:15,2020-00013183,602 E MAIN ST,Burglary,OK0140200
2/20/2020 7:35,2020-00002858,N FINDLAY AVE / E ACRES ST,MVA With Injuries,EMSSTAT
2/20/2020 7:35,2020-00002860,N FINDLAY AVE / E ACRES ST,MVA With Injuries,EMSSTAT
2/20/2020 7:35,2020-00013185,N FINDLAY AVE / E ACRES ST,MVA With Injuries,OK0140200
2/20/2020 7:35,2020-00002120,N FINDLAY AVE / E ACRES ST,MVA With Injuries,14005
2/20/2020 7:36,2020-00013186,622 N PORTER AVE,Alarm,OK0140200
2/20/2020 7:37,2020-00002121,423 S PORTER AVE,Fire Transformer Blown,14005
2/20/2020 7:37,2020-00013187,1312 FAIRSTED CT,Alarm,OK0140200
2/20/2020 7:48,2020-00002122,1350 W TECUMSEH RD,Fire Alarm,14005
2/20/2020 7:51,2020-00013188,2420 CLASSEN BLVD,Officer Needed Nature Unk,OK0140200
2/20/2020 7:57,2020-00002859,3300 HEALTHPLEX PKWY,Transfer/Interfacility,EMSSTAT
2/20/2020 8:00,2020-00013194,3232 DOVE HOLLOW LN,Parking Problem,OK0140200
2/20/2020 8:00,2020-00013189,612 SEQUOYAH TRL,Parking Problem,OK0140200
2/20/2020 8:07,2020-00002861,1050 RAMBLING OAKS DR,Sick Person,EMSSTAT
2/20/2020 8:07,2020-00002123,1050 RAMBLING OAKS DR,Sick Person,14005
2/20/2020 8:18,2020-00013193,CAVECREEK ST / CITY VIEW DR,Parking Problem,OK0140200
2/20/2020 8:18,2020-00013191,4204 CLASSEN CIR,Stolen Vehicle,OK0140200
2/20/2020 8:25,2020-00013192,SEQUOYAH TRL / FOREST OAKS CIR,Parking Problem,OK0140200
2/20/2020 8:38,2020-00013195,628 N LAHOMA AVE,Disturbance/Domestic,OK0140200
2/20/2020 8:39,2020-00013203,N FLOOD AVE / W FRANKLIN RD,Hit and Run,OK0140200
2/20/2020 8:43,2020-00002862,3300 HEALTHPLEX PKWY,Transfer/Interfacility,EMSSTAT
2/20/2020 8:45,2020-00013196,1150 ALAMEDA ST,Welfare Check,OK0140200
2/20/2020 8:51,2020-00013197,4000 BLK E STATE HWY 9 HWY; NORMAN,COP Problem Solving,OK0140200
2/20/2020 8:53,2020-00013198,311 W BOYD ST,Parking Problem,OK0140200
2/20/2020 8:56,2020-00013199,2400 36TH AVE SE,Traffic Stop,OK0140200
2/20/2020 8:57,2020-00013200,N FINDLAY AVE / E ACRES ST,Follow Up,OK0140200
2/20/2020 9:01,2020-00013201,135 E HIMES ST,Disturbance/Domestic,OK0140200
2/20/2020 9:08,2020-00013202,1350 CREEKSIDE DR,Stolen Vehicle,OK0140200
2/20/2020 9:19,2020-00013204,2420 CLASSEN BLVD,Disturbance/Domestic,OK0140200
2/20/2020 9:22,2020-00013205,600 12TH AVE NE,Motorist Assist,OK0140200
2/20/2020 9:32,2020-00013206,1320 COLLEGE AVE,Item Assignment,OK0140200
2/20/2020 9:33,2020-00013207,W ROCK CREEK RD / N PORTER AVE,Debris in Roadway,OK0140200
2/20/2020 9:34,2020-00002866,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 9:47,2020-00013208,101 ANDOVER DR,Welfare Check,OK0140200
2/20/2020 9:52,2020-00013209,W LINDSEY ST / S BERRY RD,Traffic Stop,OK0140200
2/20/2020 9:56,2020-00013218,200 E GRAY ST,Parking Problem,OK0140200
2/20/2020 9:57,2020-00013210,250 N COCKREL AVE,Follow Up,OK0140200
2/20/2020 9:59,2020-00013211,526 W MAIN ST,COP Relationships,OK0140200
2/20/2020 10:05,2020-00013212,1400 BLK N I35 SB I; NORMAN,Traffic Stop,OK0140200
2/20/2020 10:07,2020-00013213,W LINDSEY ST / S BERRY RD,Traffic Stop,OK0140200
2/20/2020 10:13,2020-00002863,508 DENA DR,Abdominal Pains/Problems,EMSSTAT
2/20/2020 10:13,2020-00002124,508 DENA DR,Abdominal Pains/Problems,14005
2/20/2020 10:19,2020-00013215,4536 BELLINGHAM LN,Alarm,OK0140200
2/20/2020 10:23,2020-00002125,2100 36TH AVE NW,Public Assist,14005
2/20/2020 10:23,2020-00013217,1108 BRANDYWINE LN,Alarm,OK0140200
2/20/2020 10:23,2020-00013216,W LINDSEY ST / S BERRY RD,MVA Non Injury,OK0140200
2/20/2020 10:25,2020-00013221,1315 24TH AVE SW,Stolen Vehicle,OK0140200
2/20/2020 10:29,2020-00013219,2490 W MAIN ST,Trespassing,OK0140200
2/20/2020 10:35,2020-00002864,3505 BERGEN PEAK DR,Falls,EMSSTAT
2/20/2020 10:38,2020-00002126,3505 BERGEN PEAK DR,Falls,14005
2/20/2020 10:43,2020-00002865,1111 OAK TREE AVE,Convulsion/Seizure,EMSSTAT
2/20/2020 10:44,2020-00002127,1111 OAK TREE AVE,Convulsion/Seizure,14005
2/20/2020 10:47,2020-00013220,711 BILOXI DR,Contact a Subject,OK0140200
2/20/2020 10:54,2020-00013222,1936 CHERRYSTONE ST,Fraud,OK0140200
2/20/2020 10:56,2020-00002128,401 48TH AVE SW,Fire Alarm,14005
2/20/2020 11:02,2020-00013223,1390 CREEKSIDE DR,Contact a Subject,OK0140200
2/20/2020 11:05,2020-00013224,401 12TH AVE SE,Contact a Subject,OK0140200
2/20/2020 11:13,2020-00013226,3757 24TH AVE SE,Welfare Check,OK0140200
2/20/2020 11:13,2020-00013225,W STATE HWY 9 HWY / S BERRY RD,Motorist Assist,OK0140200
2/20/2020 11:13,2020-00013227,201 W GRAY ST,Fraud,OK0140200
2/20/2020 11:16,2020-00002129,250 N COCKREL AVE,Fire Alarm,14005
2/20/2020 11:22,2020-00002867,1776 E ROBINSON ST,Chest Pain,EMSSTAT
2/20/2020 11:22,2020-00002130,1776 E ROBINSON ST,Chest Pain,14005
2/20/2020 11:29,2020-00013230,6 BINGHAM PL,Alarm,OK0140200
2/20/2020 11:29,2020-00013229,318 S LAHOMA AVE,Animal Bite,OK0140200
2/20/2020 11:35,2020-00013243,802 SEDONA DR,Larceny,OK0140200
2/20/2020 11:35,2020-00002868,2549 HOLLYWOOD AVE,Falls,EMSSTAT
2/20/2020 11:36,2020-00002131,2549 HOLLYWOOD AVE,Falls,14005
2/20/2020 11:40,2020-00013231,3100 ALAMEDA ST,Traffic Stop,OK0140200
2/20/2020 11:43,2020-00013244,1303 12TH AVE NE,Vandalism,OK0140200
2/20/2020 11:45,2020-00013233,1103 E CONSTITUTION ST,Alarm Holdup/Panic,OK0140200
2/20/2020 11:50,2020-00013234,601 12TH AVE NE,Larceny,OK0140200
2/20/2020 11:52,2020-00002869,1436 24TH AVE SE,Sick Person,EMSSTAT
2/20/2020 11:52,2020-00013232,1436 24TH AVE SE,Disturbance/Domestic,OK0140200
2/20/2020 11:53,2020-00002132,1436 24TH AVE SE,Sick Person,14005
2/20/2020 12:05,2020-00013235,1919 W BOYD ST,Escort/Transport,OK0140200
2/20/2020 12:07,2020-00013236,1034 S LAHOMA AVE,Trespassing,OK0140200
2/20/2020 12:10,2020-00013237,1112 CARACARA DR,Mutual Aid,OK0140200
2/20/2020 12:12,2020-00002870,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 12:19,2020-00013238,1300 STEAMBOAT WAY,Animal Dead,OK0140200
2/20/2020 12:28,2020-00013241,515 ALAMEDA ST,Warrant Service,OK0140200
2/20/2020 12:30,2020-00013248,2219 ROGERS CIR,Barking Dog,OK0140200
2/20/2020 12:30,2020-00013239,201 B W GRAY,Contact a Subject,OK0140200
2/20/2020 12:31,2020-00013240,1200 ASP AVE,Traffic Stop,OK0140200
2/20/2020 12:33,2020-00002133,4747 168TH AVE NE,Public Assist,14005
2/20/2020 12:40,2020-00013242,600 48TH AVE SE,Runaway or Lost Child,OK0140200
2/20/2020 12:44,2020-00013245,1300 E LINDSEY PLZ,Stolen Vehicle,OK0140200
2/20/2020 12:50,2020-00013246,W MAIN ST / S UNIVERSITY BLVD / N UNIVERSITY BLVD,Traffic Stop,OK0140200
2/20/2020 12:50,2020-00013247,W LINDSEY ST / S PICKARD AVE,Traffic Stop,OK0140200
2/20/2020 12:56,2020-00002872,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 13:00,2020-00013249,N FLOOD AVE / W GRAY ST,Traffic Stop,OK0140200
2/20/2020 13:01,2020-00013250,500 N SHERRY AVE,COP Relationships,OK0140200
2/20/2020 13:04,2020-00013251,600 W MAIN ST,Traffic Stop,OK0140200
2/20/2020 13:05,2020-00013264,2815 DEWEY AVE,Contact a Subject,OK0140200
2/20/2020 13:06,2020-00013253,601 12TH AVE NE,Suspicious,OK0140200
2/20/2020 13:08,2020-00013263,1333 CEDAR CREEK DR,Contact a Subject,OK0140200
2/20/2020 13:10,2020-00002871,3757 24TH AVE SE,Hemorrhage/Lacerations,EMSSTAT
2/20/2020 13:10,2020-00013266,3201 13TH PL,NA,OK0140200
2/20/2020 13:11,2020-00002134,3757 24TH AVE SE,Hemorrhage/Lacerations,14005
2/20/2020 13:11,2020-00013258,2613 BOXWOOD AVE,Larceny,OK0140200
2/20/2020 13:12,2020-00013259,901 N PORTER AVE,Escort/Transport,OK0140200
2/20/2020 13:15,2020-00013260,4201 28TH AVE NW,Runaway or Lost Child,OK0140200
2/20/2020 13:20,2020-00013256,6475 36TH AVE NW,Disturbance/Domestic,OK0140200
2/20/2020 13:20,2020-00013254,601 12TH AVE NE,Trespassing,OK0140200
2/20/2020 13:20,2020-00013255,W MAIN ST / S PICKARD AVE,Traffic Stop,OK0140200
2/20/2020 13:25,2020-00013257,N FLOO / W TECUMSEH RD,Special Assignment,OK0140200
2/20/2020 13:27,2020-00002874,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 13:31,2020-00013261,120 12TH AVE NE,Stolen Vehicle,OK0140200
2/20/2020 13:32,2020-00013267,825 BILOXI DR,Contact a Subject,OK0140200
2/20/2020 13:35,2020-00013262,1310 ALAMEDA ST,Welfare Check,OK0140200
2/20/2020 13:35,2020-00002873,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 13:40,2020-00013265,N BERRY RD / REGENT ST,Parking Problem,OK0140200
2/20/2020 13:44,2020-00013273,1900 RENAISSANCE DR,Assault,OK0140200
2/20/2020 13:58,2020-00013268,1000 W LINDSEY ST,Traffic Stop,OK0140200
2/20/2020 14:04,2020-00013269,911 W MAIN ST,Contact a Subject,OK0140200
2/20/2020 14:04,2020-00013270,N FLOOD AVE / LEXINGTON ST,Traffic Stop,OK0140200
2/20/2020 14:11,2020-00013271,758 ASP AVE,Hit and Run,OK0140200
2/20/2020 14:18,2020-00013275,ALAMEDA ST / 12TH AVE SE,MVA Non Injury,OK0140200
2/20/2020 14:21,2020-00013272,745 ASP AVE,Parking Problem,OK0140200
2/20/2020 14:28,2020-00013278,901 N PORTER AVE,Disturbance/Domestic,OK0140200
2/20/2020 14:30,2020-00013274,600 MORNINGSIDE DR,Traffic Stop,OK0140200
2/20/2020 14:32,2020-00013280,200 VICKSBURG AVE,Animal Trapped,OK0140200
2/20/2020 14:33,2020-00013276,1808 12TH AVE SE,Disturbance/Domestic,OK0140200
2/20/2020 14:34,2020-00013277,1700 MCGEE DR,COP Relationships,OK0140200
2/20/2020 14:38,2020-00013286,1620 LANCASTER CIR,Animal at Large,OK0140200
2/20/2020 14:44,2020-00002135,103 W BOYD ST,Fire Alarm,14005
2/20/2020 14:48,2020-00013279,729 S LAHOMA AVE,Parking Problem,OK0140200
2/20/2020 14:49,2020-00002875,2901 OAK TREE AVE,Sick Person,EMSSTAT
2/20/2020 14:49,2020-00002136,2901 OAK TREE AVE,Sick Person,14005
2/20/2020 14:55,2020-00013284,1519 E BOYD ST,Animal at Large,OK0140200
2/20/2020 14:55,2020-00002879,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 14:57,2020-00013282,901 N PORTER AVE,Disturbance/Domestic,OK0140200
2/20/2020 14:59,2020-00013281,4201 28TH AVE NW,Follow Up,OK0140200
2/20/2020 15:03,2020-00013283,2524 CYPRESS AVE,Larceny,OK0140200
2/20/2020 15:09,2020-00013285,1800 PETER PAN ST,Traffic Stop,OK0140200
2/20/2020 15:14,2020-00002876,3001 OAK TREE AVE,Sick Person,EMSSTAT
2/20/2020 15:15,2020-00002137,3001 OAK TREE AVE,Sick Person,14005
2/20/2020 15:19,2020-00002877,2100 BARTON ST,Falls,EMSSTAT
2/20/2020 15:21,2020-00002138,2100 BARTON ST,Falls,14005
2/20/2020 15:21,2020-00013287,1021 BARBOUR AVE,Shots Heard,OK0140200
2/20/2020 15:22,2020-00013288,500 BUCHANAN AVE,Parking Problem,OK0140200
2/20/2020 15:23,2020-00013289,1938 FILLMORE AVE,Welfare Check,OK0140200
2/20/2020 15:27,2020-00013292,320 12TH AVE NE,Escort/Transport,OK0140200
2/20/2020 15:27,2020-00013291,105 HARVARD RD,Harassment / Threats Report,OK0140200
2/20/2020 15:31,2020-00013290,103 W ACRES ST,Parking Problem,OK0140200
2/20/2020 15:36,2020-00002878,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 15:38,2020-00013293,528 E MAIN ST,Alarm,OK0140200
2/20/2020 15:39,2020-00013297,263 34TH AVE SW,Trespassing,OK0140200
2/20/2020 15:42,2020-00013302,4509 BLACK HORSE RD,Fraud,OK0140200
2/20/2020 15:45,2020-00002139,1201 MORREN DR,Public Assist,14005
2/20/2020 15:45,2020-00013294,1200 168TH AVE NE,COP Relationships,OK0140200
2/20/2020 15:46,2020-00013295,333 INTERSTATE DR E,Welfare Check,OK0140200
2/20/2020 15:46,2020-00013296,1400 24TH AVE NW,Larceny,OK0140200
2/20/2020 15:47,2020-00002140,310 N PETERS AVE,Public Assist,14005
2/20/2020 15:48,2020-00013298,3201 13TH PL,Supplement Report,OK0140200
2/20/2020 15:48,2020-00013310,612 SEQUOYAH TRL,Larceny,OK0140200
2/20/2020 15:51,2020-00002880,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 15:57,2020-00013323,901 N PORTER AVE,Escort/Transport,OK0140200
2/20/2020 15:58,2020-00013300,1955 W LINDSEY ST,Suspicious,OK0140200
2/20/2020 16:02,2020-00013369,1713 JENNIFER CIR,Harassment / Threats Report,OK0140200
2/20/2020 16:08,2020-00013303,306 N FLOOD AVE,Welfare Check,OK0140200
2/20/2020 16:10,2020-00013299,W ROBINSON ST / FAY AVE,Traffic Stop,OK0140200
2/20/2020 16:12,2020-00013308,2019 W LINDSEY ST,Fraud,OK0140200
2/20/2020 16:13,2020-00013334,903 BILOXI DR,Supplement Report,OK0140200
2/20/2020 16:13,2020-00013301,1300 STEAMBOAT WAY,Vandalism,OK0140200
2/20/2020 16:13,2020-00013304,1300 STEAMBOAT WAY,Larceny,OK0140200
2/20/2020 16:26,2020-00013317,516 ELMCREST DR,Found Item,OK0140200
2/20/2020 16:39,2020-00013305,911 W MAIN ST,COP Relationships,OK0140200
2/20/2020 16:40,2020-00013306,2400 W MAIN ST,COP DDACTS,OK0140200
2/20/2020 16:48,2020-00013307,132ND / E STATE HWY 9 HWY,Traffic Stop,OK0140200
2/20/2020 17:01,2020-00013322,1333 E LINDSEY ST,Larceny,OK0140200
2/20/2020 17:04,2020-00002141,4747 168TH AVE NE,Public Assist,14005
2/20/2020 17:04,2020-00013309,4000 CEMETARY RD 19,Follow Up,OK0140200
2/20/2020 17:05,2020-00013311,2550 W FRANKLIN,Follow Up,OK0140200
2/20/2020 17:10,2020-00002881,2901 S OAK TREE AVE,Heart Problems/AICD,EMSSTAT
2/20/2020 17:11,2020-00002142,2901 S OAK TREE AVE,Heart Problems/AICD,14005
2/20/2020 17:11,2020-00013312,1416 DENISON DR,Open Door/Premises Check,OK0140200
2/20/2020 17:15,2020-00013313,1130 N PORTER AVE,Animal Complaint,OK0140200
2/20/2020 17:18,2020-00002882,2901 S OAK TREE AVE,Heart Problems/AICD,EMSSTAT
2/20/2020 17:18,2020-00002143,2901 S OAK TREE AVE,Heart Problems/AICD,14005
2/20/2020 17:18,2020-00013314,2226 24TH AVE NW,Alarm,OK0140200
2/20/2020 17:20,2020-00013320,205 ATTERBERRY DR,Suspicious,OK0140200
2/20/2020 17:23,2020-00013316,207 HARVARD RD,Burglary,OK0140200
2/20/2020 17:23,2020-00013315,1129 CADDELL LN,Disturbance/Domestic,OK0140200
2/20/2020 17:31,2020-00002883,6000 N I35 NB I,Convulsion/Seizure,EMSSTAT
2/20/2020 17:32,2020-00013326,5401 HUETTNER DR,Larceny,OK0140200
2/20/2020 17:32,2020-00002144,6000 N I35 NB I,Convulsion/Seizure,14005
2/20/2020 17:34,2020-00013319,200 OLDE BROOK CT,Alarm,OK0140200
2/20/2020 17:34,2020-00002884,1401 SW 34TH ST,Transfer/Interfacility,EMSSTAT
2/20/2020 17:38,2020-00013374,901 N PORTER AVE,Escort/Transport,OK0140200
2/20/2020 17:42,2020-00013318,W LINDSEY ST / WYLIE RD,Traffic Stop,OK0140200
2/20/2020 17:42,2020-00002885,1418 PECAN AVE,Medical Call Pd Requested,EMSSTAT
2/20/2020 17:42,2020-00002145,1418 PECAN AVE,Medical Call Pd Requested,14005
2/20/2020 17:45,2020-00013321,1330 CROWN POINT AVE,Welfare Check,OK0140200
2/20/2020 17:58,2020-00013346,601 12TH AVE NE,Larceny,OK0140200
2/20/2020 17:59,2020-00013324,24TH AVE SW / BRIGGS ST,Traffic Stop,OK0140200
2/20/2020 18:11,2020-00002886,2500 MEADOWOOD BLVD,Overdose/Poisoning,EMSSTAT
2/20/2020 18:12,2020-00002146,2500 MEADOWOOD BLVD,Overdose/Poisoning,14005
2/20/2020 18:18,2020-00013327,W BOYD ST / WYLIE RD,Reckless Driving,OK0140200
2/20/2020 18:19,2020-00013328,CLASSEN BLVD / E BOYD ST,MVA Non Injury,OK0140200
2/20/2020 18:30,2020-00013330,1129 CADDELL LN,Disturbance/Domestic,OK0140200
2/20/2020 18:32,2020-00013350,1500 60TH AVE NW,Larceny,OK0140200
2/20/2020 18:34,2020-00013331,W MAIN ST / N LAHOMA AVE,Traffic Stop,OK0140200
2/20/2020 18:35,2020-00013332,3601 N FLOOD AVE,Disturbance/Domestic,OK0140200
2/20/2020 18:36,2020-00013333,W MAIN ST / 26TH AVE SW,Hit and Run,OK0140200
2/20/2020 19:12,2020-00002888,301 NORTH EASTERN AVE,EMS Mutual Aid,EMSSTAT
2/20/2020 19:12,2020-00002887,301 N EASTERN AVE,Sick Person,EMSSTAT
2/20/2020 19:16,2020-00013338,5601 HUETTNER DR,Alarm,OK0140200
2/20/2020 19:17,2020-00013368,3300 HEALTHPLEX PKWY,Escort/Transport,OK0140200
2/20/2020 19:21,2020-00013335,2700 OAK TREE AVE,Traffic Stop,OK0140200
2/20/2020 19:22,2020-00013336,700 N BERRY RD,Welfare Check,OK0140200
2/20/2020 19:25,2020-00002890,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 19:29,2020-00013337,1521 W LINDSEY ST,Traffic Stop,OK0140200
2/20/2020 19:40,2020-00013339,1800 W LINDSEY ST,Traffic Stop,OK0140200
2/20/2020 19:45,2020-00002889,2601 WOOD HOLLOW,Convulsion/Seizure,EMSSTAT
2/20/2020 19:45,2020-00013340,WOODS AVE / W ROBINSON ST,Motorist Assist,OK0140200
2/20/2020 19:46,2020-00002147,2601 WOOD HOLLOW,Convulsion/Seizure,14005
2/20/2020 19:52,2020-00013341,WESTERN VIEW DR / 36TH AVE SW,Debris in Roadway,OK0140200
2/20/2020 20:05,2020-00002894,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 20:05,2020-00013342,225 N WEBSTER AVE,Follow Up,OK0140200
2/20/2020 20:14,2020-00013343,35.2597316333333;-97.4722583166667,Traffic Stop,OK0140200
2/20/2020 20:19,2020-00013353,1636 SUNRISE ST,Animal Vicious,OK0140200
2/20/2020 20:26,2020-00013344,601 12TH AVE NE,Trespassing,OK0140200
2/20/2020 20:28,2020-00013345,601 12TH AVE NE,Suspicious,OK0140200
2/20/2020 20:34,2020-00002891,412 STARSHINE DR,Breathing Problems,EMSSTAT
2/20/2020 20:34,2020-00002148,412 STARSHINE DR,Breathing Problems,14005
2/20/2020 20:34,2020-00013347,35.1805773333333;-97.4410006166667,Traffic Stop,OK0140200
2/20/2020 20:38,2020-00002892,3300 HEALTHPLEX PKWY,Transfer/Interfacility,EMSSTAT
2/20/2020 20:41,2020-00002893,2308 CAROLYN CT,Heart Problems/AICD,EMSSTAT
2/20/2020 20:41,2020-00002149,2308 CAROLYN CT,Heart Problems/AICD,14005
2/20/2020 20:45,2020-00013348,LAKEWOOD DR / FAIRFIELD DR,Traffic Stop,OK0140200
2/20/2020 20:48,2020-00013352,N FLOOD AVE / TECUMSEH DR,Motorist Assist,OK0140200
2/20/2020 20:48,2020-00013349,103 W ACRES ST,Drug Violation,OK0140200
2/20/2020 20:50,2020-00013351,E STATE HWY 9 HWY / 156TH AVE NE,Traffic Stop,OK0140200
2/20/2020 20:50,2020-00013364,1607 VILLAGE DR,Harassment / Threats Report,OK0140200
2/20/2020 20:56,2020-00013373,1715 JENNIFER CIR,Extra Patrol,OK0140200
2/20/2020 20:57,2020-00013355,900 N PORTER AVE,Suspicious,OK0140200
2/20/2020 20:58,2020-00013354,36TH AVE NW / W TECUMSEH RD,MVA Non Injury,OK0140200
2/20/2020 21:04,2020-00013356,35.2203342333333;-97.4449509333333,Traffic Stop,OK0140200
2/20/2020 21:11,2020-00002895,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 21:15,2020-00013357,1108 BRANDYWINE LN,Alarm,OK0140200
2/20/2020 21:26,2020-00013358,E STATE HWY 9 HWY / 168TH AVE NE,Traffic Stop,OK0140200
2/20/2020 21:26,2020-00013360,1115 E CONSTITUTION ST,Alarm,OK0140200
2/20/2020 21:26,2020-00002896,MIDWEST CITY,Transfer/Interfacility,EMSSTAT
2/20/2020 21:28,2020-00013367,8450 E POST OAK RD,Supplement Report,OK0140200
